"Center"	"Status"	"Case Number"	"Patent Number"	"Application SN"	"Title"	"Patent Expiration Date"
"NASA Glenn Research Center"	"Issued"	"LEW-17904-2"	7381849	"11/890,104"	"Synthesis Of Asymmetrical Benzophenone Dianhydride And Asymmetrical 6F-Dianhydride And Polyimides Therefrom (ALSO See LEW 18236-1)"	"07/19/2027"
"NASA Glenn Research Center"	"Application"	"LEW-17915-1"	0	"12/536,969"	"Secure Optical Communications Using Quantum Two-Photon Transparency Modulation Spectroscopy"	
"NASA Glenn Research Center"	"Issued"	"LEW-17916-1"	8052854	"11/754,255"	"Miniature Amperometric Solid Electrolyte Carbon Dioxide Sensor"	"05/25/2027"
"NASA Glenn Research Center"	"Application"	"LEW-17916-2"		"13/267,978"	"Miniature Amperometric Solid Electrolyte Carbon Dioxide Sensor"	
"NASA Glenn Research Center"	"Application"	"LEW-17945-1"	0	"11/677,654"	"Portable Unit For Metabolic Analysis PUMA"	
"NASA Glenn Research Center"	"Issued"	"LEW-17951-1"	8545786	"10/621,752"	"Manufacture Of Porous Net-Shaped Materials Comprising Alpha Or Beta Tricalcium Phosphate Or Mixtures Thereof"	"07/16/2023"
"NASA Glenn Research Center"	"Issued"	"LEW-17954-1"	8016543	"11/695,435"	"Composite Case Armor"	"04/02/2027"
"NASA Glenn Research Center"	"Application"	"LEW-17963-1"	0	"11/860,661"	"Passive Gas/Liquid Separation Within a Fuel Cell or Electrolysis Cell Using A Conductive Porous Separator"	
"NASA Glenn Research Center"	"Issued"	"LEW-17975-1"	7382944	"11/489,813"	"Aluminization And Hyperthermal Atomic Oxygen Texturing Of Polymethylmethacralate Optical Fibers For Blood Glucose Monitoring"	"07/14/2026"
"NASA Glenn Research Center"	"Issued"	"LEW-17991-1"	7390161	"/0"	"Toughened Composite Structures"	"06/24/2025"
"NASA Glenn Research Center"	"Issued"	"LEW-18003-1"	7583169	"11/689,770"	"RF MEMS Switches Utilizing Non-Metallic Thin Film Cantilevers/Bridges With Controlled Stress And Conductivity"	"03/22/2027"
"NASA Glenn Research Center"	"Issued"	"LEW-18042-1"	8067478	"11/582,693"	"A Method of Crosslinking Aerogels Using a One-pot Reaction Scheme"	"10/16/2026"
"NASA Glenn Research Center"	"Application"	"LEW-18042-2"	0	"13/242,425"	"A Method of Crosslinking Aerogels Using a One-pot Reaction Scheme"	
"NASA Glenn Research Center"	"Application"	"LEW-18043-1"	7341040	"11/486,460"	"Supercharged Two-Cycle Engines Employing Novel Single Element Reciprocating Shuttle Inlet Valve Mechanisms And With A Variable Compression Ratio"	"07/14/2026"
"NASA Glenn Research Center"	"Application"	"LEW-18048-1"	0	"12/285,157"	"Two And Three Dimensional Near Infrared Subcutaneous Structure Imager Using Adaptive Nonlinear Video Processing"	
"NASA Glenn Research Center"	"Issued"	"LEW-18049-1"	7909897	"11/946,079"	"Direct Fuel Impingement Planar-Array-Microreactor"	"11/28/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18054-1"	7501032	"11/364,283"	"High Work Output Ni-Ti-Pt High Temperature Shape Memory Alloys And Associated Processing Methods"	"02/28/2026"
"NASA Glenn Research Center"	"Issued"	"LEW-18059-1"	8242162	"11/956,848"	"Fluorescent  On-Off  Chemical Sensors"	"11/30/2019"
"NASA Glenn Research Center"	"Issued"	"LEW-18076-1"	7999173	"11/689,431"	"Dust removal from solar cells"	"03/21/2027"
"NASA Glenn Research Center"	"Application"	"LEW-18076-2"		"13/198,896"	"Dust Removal from Solar Cells"	
"NASA Glenn Research Center"	"Issued"	"LEW-18089-1"	8077103	"11/774,574"	"Cup Cylindrical Waveguide Antenna"	"07/06/2027"
"NASA Glenn Research Center"	"Issued"	"LEW-18138-1"	7904282	"11/689,874"	"In-Flight Fault Accommodation Through Automated Control Parameter Changes"	"03/22/2027"
"NASA Glenn Research Center"	"Application"	"LEW-18205-1"	0	"12/317,232"	"Branched Rod-Coil Polyimide-poly(ethylene Oxide) (PEO) Copolymers That Are Cured In The Solid State At Ambient  Temperatures"	
"NASA Glenn Research Center"	"Application"	"LEW-18207-1"	0	"11/759,570"	"Circuit For Communication Over DC Power Line Using High Temperature Electronics"	
"NASA Glenn Research Center"	"Issued"	"LEW-18221-1"	7763325	"11/864,607"	"A Method For Thermal Spraying Of Coatings Using Resonant Pulsed Combustion"	"09/28/2027"
"NASA Glenn Research Center"	"Application"	"LEW-18221-2"		"12/835,345"	"A Method For Thermal Spraying Of Coatings Using Resonant Pulsed Combustion"	
"NASA Glenn Research Center"	"Issued"	"LEW-18236-1"	8093348	"11/894,290"	"Synthesis Of Asymmetrical Benzophenone Dianhydride And Asymmetrical 6F-Dianhydride And Polyimides Therefrom"	"08/22/2027"
"NASA Glenn Research Center"	"Application"	"LEW-18236-2"	0	"13/325,626"	"Synthesis Of Asymmetrical Benzophenone Dianhydride And Asymmetrical 6F-Dianhydride And Polyimides Therefrom"	
"NASA Glenn Research Center"	"Issued"	"LEW-18248-1"	7791552	"11/871,237"	"Cellular Reflectarray Antenna"	"10/12/2027"
"NASA Glenn Research Center"	"Issued"	"LEW-18248-2"	7990327	"12/874,370"	"Cellular Reflectarray Antenna"	"09/02/2030"
"NASA Glenn Research Center"	"Issued"	"LEW-18253-1"	8191426	"12/133,743"	"Low TCR Nanocomposite Strain Gages"	"06/05/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18254-1"	7876423	"12/163,382"	"Simultaneous Non-Contact Precision Measurement Of Microstructual And Thickness Variation In Dielectric Materials Using Terahertz Energy"	"06/27/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18255-1"	7630736	"11/541,102"	"Autonomous Wireless Sensor Transceiver"	"05/09/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18256-1"	7688117	"12/081,762"	"An N Channel JFET Based Digital Logic Gate Structure Using Resistive Level Shifters And Having Direct Application To High Temperature Silicon Carbide Electronics"	"04/21/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18261-1"	7933027	"12/326,436"	"A Software Platform For Post-Processing Waveform-Based NDE"	"12/02/2028"
"NASA Glenn Research Center"	"Application"	"LEW-18291-1"	0	"12/214,114"	"Adaptive Morphological Feature-Based Object Classifier For A Color Imaging System"	
"NASA Glenn Research Center"	"Application"	"LEW-18296-1"	0	"13/193,160"	"Modular Battery Charge Controller"	
"NASA Glenn Research Center"	"Issued"	"LEW-18313-1"	7923715	"12/336,503"	"A Novel Nanoionics-based Switch For Radiofrequency (RF) Applications"	"12/06/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18313-2"	8410469	"13/050,229"	"A Novel Nanoionics-based Switch For Radiofrequency (RF) Applications"	"03/17/2031"
"NASA Glenn Research Center"	"Application"	"LEW-18324-1"	0	"12/195,358"	"Semiconductor Metal Oxide Modified Solid Electrolyte Carbon Dioxide Microsensors With Reduced Operation Temperature"	
"NASA Glenn Research Center"	"Issued"	"LEW-18325-1"	8415839	"12/319,617"	"External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator"	"01/09/2029"
"NASA Glenn Research Center"	"Application"	"LEW-18325-2"		"13/859,179"	"External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator"	"01/09/2029"
"NASA Glenn Research Center"	"Issued"	"LEW-18338-1"	8506787	"12/533/258"	"Advancd Lightweight, High-Strength Electrochemical Cell Design and Structures"	"07/31/2029"
"NASA Glenn Research Center"	"Issued"	"LEW-18340-1"	8091445	"12/431,456"	"Offset Compound Gear Inline Two-Speed Drive"	"04/28/2029"
"NASA Glenn Research Center"	"Issued"	"LEW-18340-2"	8668613	"13/346,959"	"Offset Compound Gear Inline Two-Speed Drive"	"01/10/2032"
"NASA Glenn Research Center"	"Issued"	"LEW-18356-1"	8220989	"12/571,215"	"Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials"	"09/30/2029"
"NASA Glenn Research Center"	"Issued"	"LEW-18356-2"	8573835	"13/492,181"	"Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials"	"06/08/2032"
"NASA Glenn Research Center"	"Issued"	"LEW-18362-1"	7872750	"12/285,173"	"Space Radiation Detector with Spherical Geometry"	"09/30/2028"
"NASA Glenn Research Center"	"Issued"	"LEW-18362-2"	8159669	"12/972,624"	"Space Radiation Detector with Spherical Geometry"	"12/20/2030"
"NASA Glenn Research Center"	"Issued"	"LEW-18373-1"	8353209	"12/570,841"	"A Radio Frequency Tank Eigenmode Sensor For Propellant Quantity Gauging"	"02/04/2031"
"NASA Glenn Research Center"	"Issued"	"LEW-18426-1"	8484980	"12/894,346"	"A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion"	"09/30/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18426-2"	0	"13/941,987"	"A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion"	"07/15/2033"
"NASA Glenn Research Center"	"Issued"	"LEW-18432-1"	7935601	"12/584,497"	"Addendum of Self-Aligned Ion Implant to Design and Processing of SiC High Temperature Transistors for Durable Operation Above 400 C"	"09/04/2029"
"NASA Glenn Research Center"	"Application"	"LEW-18432-2"	0	"13/078,510"	"Addendum of Self-Aligned Ion Implant to Design and Processing of SiC High Temperature Transistors for Durable Operation Above 400 C"	
"NASA Glenn Research Center"	"Issued"	"LEW-18458-1"	8386121	"12/791,907"	"Optimal Tuner Selection For Kalman Filter-Based Aircraft Engine Performance Estimation"	"06/02/2030"
"NASA Glenn Research Center"	"Issued"	"LEW-18461-1"	8159238	"12/570,742"	"Method and Circuit for In-Situ Health Monitoring of Solar Cells in Space"	"09/30/2029"
"NASA Glenn Research Center"	"Application"	"LEW-18461-2"		"13/448,801"	"Method and Circuit for In-Situ Health Monitoring of Solar Cells in Space"	
"NASA Glenn Research Center"	"Application"	"LEW-18466-1"	0	"12/616,952"	"Spring Tire"	
"NASA Glenn Research Center"	"Application"	"LEW-18473-1"	0	"12/879,713"	"Ka-Band Waveguide 2-Way Hybrid Combiner for MMIC Amplifiers With Unequal and Arbitrary Power Output Ratio"	
"NASA Glenn Research Center"	"Issued"	"LEW-18474-1"	8609750	"12/792,380"	"Selective Clay Placement Within A Silicate Clay-Epoxy Blend Nanocomposite"	"06/02/2030"
"NASA Glenn Research Center"	"Issued"	"LEW-18476-1"	8182741	"12/544,742"	"Ball Bearings Comprising Nickel-Titanium And Methods Of Manufacture Thereof"	"08/20/2029"
"NASA Glenn Research Center"	"Application"	"LEW-18476-2"	0	"12/544,674"	"Ball Bearings Comprising Nickel-Titanium And Methods Of Manufacture Thereof"	
"NASA Glenn Research Center"	"Application"	"LEW-18477-1"	0	"13/242,300"	"Graphene Based Reversible Nano-Switch/Sensor Schottky Diode (nanoSSSD) Device"	
"NASA Glenn Research Center"	"Issued"	"LEW-18483-1"	8310671	"12/893,627"	"Frame-Transfer Gating (FTG) Raman Spectroscopy for Time-Resolved Multiscalar Combustion Diagnostics"	"09/29/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18486-2"	0	"14/168,830"	"Polyimide Aerogels With Three Dimensional Cross-Linked Structure"	"01/30/2034"
"NASA Glenn Research Center"	"Issued"	"LEW-18491-1"	8209976	"12/323,091"	"Shape Memory Based Actuators and Release Mechanisms"	"11/25/2028"
"NASA Glenn Research Center"	"Application"	"LEW-18492-1"	0	"13/036,887"	"Synthesis Methods, Microscopy Characterization and Device Integration of Nanoscale Metal Oxide Semiconductors for Gas Sensing in Aerospace Applications"	
"NASA Glenn Research Center"	"Issued"	"LEW-18496-1"	8283172	"12/711,465"	"Process to Produce Iron Nanoparticles - Lunar Dust Simulant Composite"	"02/24/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18500-1"	0	"12/848,903"	"Precision Time Protocol Base Trilateration for Planetary Navigation"	
"NASA Glenn Research Center"	"Application"	"LEW-18516-1"	0	"13/542,163"	"Hybrid Gear"	
"NASA Glenn Research Center"	"Issued"	"LEW-18538-1"	8373175	"12/791,276"	"Ohmic Contact to N- and P-type Silicon Carbide"	"06/01/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18542-1"	0	"12/870,475"	"Functionalization of Single Wall Carbon Nanotubes (SWCNTs) by Photooxidation"	
"NASA Glenn Research Center"	"Application"	"LEW-18554-1"	0	"12/845,998"	"Internal Limit Sensor (ILS)"	
"NASA Glenn Research Center"	"Application"	"LEW-18561-1"	0	"12/726,926"	"NASA PS400: A New High Temperature Solid Lubricant Coating for High Temperature Wear Applications"	
"NASA Glenn Research Center"	"Application"	"LEW-18565-1"	0	"13/646,100"	"Catalytic Microtube Rocket Igniter"	"10/05/2032"
"NASA Glenn Research Center"	"Application"	"LEW-18566-1"	0	"12/829,663"	"Low Density, High Creep Resistant Single Crystal Superalloy with Lower Manufacturing Cost"	
"NASA Glenn Research Center"	"Application"	"LEW-18586-1"		"13/030,342"	"Shock Sensing Apparatus"	
"NASA Glenn Research Center"	"Issued"	"LEW-18593-1"	8653693	"13/014,849"	"Integrated Exciter/Igniter"	"01/27/2031"
"NASA Glenn Research Center"	"Issued"	"LEW-18594-1"	8409372	"12/874,523"	"Thermomechanical Methodology for Stabilizing Shape Memory Alloy (SMA) Response"	"09/02/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18594-2"		"13/845,526"	"Thermomechanical Methodology for Stabilizing Shape Memory Alloy (SMA) Response"	
"NASA Glenn Research Center"	"Issued"	"LEW-18601-1"	8577504	"12/954,009"	"Inductive Power Device (IDP)"	"11/24/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18604-1"		"12/894,444"	"Shock Resistant, Debris Tolerant, Lightweight, Corrosion Proof Bearings, Mechanical Components and Mechanisms Made From Hard, Highly Elastic Materials"	
"NASA Glenn Research Center"	"Issued"	"LEW-18605-1"	8468794	"12/894,565"	"Dual-Mode Hybrid-Engine (DMH-Engine): A Next-Generation Electric Propulsion Thruster"	"09/30/2030"
"NASA Glenn Research Center"	"Application"	"LEW-18605-2"		"13/713,907"	"Dual-Mode Hybrid-Engine (DMH-Engine): A Next-Generation Electric Propulsion Thruster"	
"NASA Glenn Research Center"	"Application"	"LEW-18605-3"		"14/152,125"	"Dual-Mode Hybrid-Engine (DMH-Engine): A Next-Generation Electric Propulsion Thruster"	
"NASA Glenn Research Center"	"Application"	"LEW-18608-1"		"12/892,339"	"Liquid Tin Electrodes for Directo Conversion of JP-8 Fuel using the NASA BSC Solid Oxide Fuel Cell"	
"NASA Glenn Research Center"	"Application"	"LEW-18614-1"		"13/303,292"	"High-Temperature Thermometer Using Cr-Doped GdAlO3 Broadband Luminescence"	
"NASA Glenn Research Center"	"Application"	"LEW-18615-1"		"12/892,278"	"Purify Nanomaterials By Dissolving Excess Reactants And Catalysts In Ferric Chloride"	
"NASA Glenn Research Center"	"Application"	"LEW-18629-1"		"13/731,314"	"Electrospray Collection of Lunar Dust"	
"NASA Glenn Research Center"	"Application"	"LEW-18631-1"		"13/218,847"	"Circuit for Communication Over Power Lines"	
"NASA Glenn Research Center"	"Application"	"LEW-18632-1"		"13/311,987"	"Method For Fabricating Diamond-Dispersed Fiber-Reinforced Composite Coating On Low Temperature Sliding Thrust Bearing Interfaces"	
"NASA Glenn Research Center"	"Application"	"LEW-18634-1"		"13/134,959"	"Multi-Parameter Aerosol Scattering Sensor"	
"NASA Glenn Research Center"	"Issued"	"LEW-18636-1"	8416007	"13/098,918"	"A Source Coupled N Channel JFET Based Digital Logic Gate Structure Using Resistive Level Shifters and Having Direct Application to High Temperature Silicon Carbide Electronics"	"05/02/2031"
"NASA Glenn Research Center"	"Application"	"LEW-18639-1"		"13/112,293"	"Atomic Oxygen Fluence Monitor"	
"NASA Glenn Research Center"	"Application"	"LEW-18649-1"		"12/870,443"	"Ultracapacitor Based Uninterruptible Power Supply (UPS) System"	
"NASA Glenn Research Center"	"Application"	"LEW-18652-1"		"13/476,470"	"Polarization Dependent Whispering Gallery Modes in Microspheres"	
"NASA Glenn Research Center"	"Application"	"LEW-18658-1"		"13/250,300"	"Levitated Ducted Fan (LDF) Aircraft Auxiliary Generator"	
"NASA Glenn Research Center"	"Application"	"LEW-18674-1"		"13/552,760"	"Polymer Electrolyte Based Ambient Temperature Oxygen Microsensors with Extremely Low Power Consumption for Enviromental Monitoring Applications"	
"NASA Johnson Space Center"	"Application"	"MSC-25349-1"	0	"13/922036"	"Robonaut Teleoperation System"	
"NASA Glenn Research Center"	"Issued"	"LEW-18691-1"	7588746	"11/431,815"	"Process and Apparatus for Hydrogen and Carbon Production via Carbon Aerosol-Catalyzed Dissociation of Hydrocarbons"	"05/10/2026"
"NASA Glenn Research Center"	"Issued"	"LEW-18692-1"	7332146	"11/148,778"	"Method For Zero Emission Liquid Hydrogen Production From Methane & Landfill Gas"	"06/08/2025"
"NASA Glenn Research Center"	"Application"	"LEW-18693-1"		"/"	"Process For Hydrogen Production via Integrated Processing of Landfill Gas and Biomass"	
"NASA Glenn Research Center"	"Application"	"LEW-18694-1"		"13/075,879"	"Discrete Data Qualification System and Method Comprising Noise Series Fault Detection"	
"NASA Glenn Research Center"	"Application"	"LEW-18704-1"		"13/531,763"	"A Hybrid Power Management (HPM) Based Vehicle Architecture"	
"NASA Glenn Research Center"	"Application"	"LEW-18714-1"		"13/361,220"	"High Strength Nanocomposite Glass Fibers"	
"NASA Glenn Research Center"	"Issued"	"LEW-18717-1"	8476979	"13/178,101"	"A Novel Wideband GaN MMIC Distributed Amplifier Based Microwave Power Module for Space Communications, Navigation, and Radar"	"07/07/2031"
"NASA Glenn Research Center"	"Application"	"LEW-18717-2"		"13/847,779"	"A Novel Wideband GaN MMIC Distributed Amplifier Based Microwave Power Module for Space Communications, Navigation, and Radar"	
"NASA Glenn Research Center"	"Application"	"LEW-18724-1"		"13/339,521"	"VESGEN Software for Mapping and Quantification of Vascular Remodeling in Botanical Plant Leaves"	
"NASA Glenn Research Center"	"Application"	"LEW-18732-1"		"13/514,582"	"Water Purification by High Voltage,  Nanosecond,  Non-Equilibrium Plasma: Applications to Human Spaceflight and Terrestrial Point-of-Use"	"08/16/2032"
"NASA Glenn Research Center"	"Application"	"LEW-18736-1"		"13/534,745"	"Iridium Interfacial Stack (IrIS) Final"	
"NASA Glenn Research Center"	"Application"	"LEW-18738-1"		"13/474,948"	"Atmospheric Turbulence Modeling for Aero Vehicles"	
"NASA Glenn Research Center"	"Application"	"LEW-18752-1"		"13/686,000"	"Large Strain Transparent  Magneto-active Polymer Nanocomposites"	"11/28/2031"
"NASA Glenn Research Center"	"Application"	"LEW-18754-1"		"13/534,870"	"Method For Making Measurements Of The Post-Combustion Residence Time In A Gas Turbine Engine"	
"NASA Glenn Research Center"	"Application"	"LEW-18761-1"		"13/247,601"	"Temperature Sensitive Coating Sensor Based On Hematite"	
